resolucao_id,simbolo_resolucao,ano,periodo_2009,periodo_fonte,tema,voto_importante,convergente,eleitorado_valido,percentual_apoio_convergente
4521,A/RES/59/307,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,129,97.63779527559056
4522,A/RES/59/280,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,155,20.91503267973856
4594,A/RES/60/231,2005,2005-2008,pré-2009,Direitos humanos,0,1,131,99.2248062015504
4595,A/RES/60/230,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,128,99.2063492063492
4596,A/RES/60/229,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,130,72.65625
4597,A/RES/60/226,2005,2005-2008,pré-2009,Outros / sem codificação,0,0,121,
4598,A/RES/60/200,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,168,71.08433734939759
4599,A/RES/60/185,2005,2005-2008,pré-2009,Desenvolvimento econômico,1,1,171,69.8224852071006
4600,A/RES/60/184,2005,2005-2008,pré-2009,Desenvolvimento econômico,1,1,173,69.5906432748538
4601,A/RES/60/183,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,170,91.66666666666669
4602,A/RES/60/170,2005,2005-2008,pré-2009,Direitos humanos,0,1,172,38.23529411764706
4603,A/RES/60/174,2005,2005-2008,pré-2009,Direitos humanos,0,0,169,
4604,A/RES/60/173,2005,2005-2008,pré-2009,Direitos humanos,0,0,169,
4605,A/RES/60/172,2005,2005-2008,pré-2009,Direitos humanos,0,0,166,
4606,A/RES/60/171,2005,2005-2008,pré-2009,Direitos humanos,1,0,168,
4607,A/RES/60/165,2005,2005-2008,pré-2009,Direitos humanos,0,1,178,98.86363636363636
4608,A/RES/60/164,2005,2005-2008,pré-2009,Direitos humanos,0,1,177,61.714285714285715
4609,A/RES/60/163,2005,2005-2008,pré-2009,Direitos humanos,0,1,177,65.14285714285714
4610,A/RES/60/162,2005,2005-2008,pré-2009,Outros / sem codificação,1,1,174,99.4186046511628
4611,A/RES/60/157,2005,2005-2008,pré-2009,Desenvolvimento econômico; Direitos humanos,0,1,179,96.045197740113
4612,A/RES/60/155,2005,2005-2008,pré-2009,Direitos humanos,0,1,178,69.88636363636364
4613,A/RES/60/152,2005,2005-2008,pré-2009,Direitos humanos,0,0,178,
4614,A/RES/60/150,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,174,57.55813953488372
4615,A/RES/60/146,2005,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,176,96.55172413793105
4616,A/RES/60/144,2005,2005-2008,pré-2009,Direitos humanos,0,1,179,96.045197740113
4617,A/RES/60/143,2005,2005-2008,pré-2009,Direitos humanos,0,1,175,64.73988439306359
4618,A/RES/60/45,2005,2005-2008,pré-2009,Desenvolvimento econômico,0,1,178,99.4318181818182
4619,A/RES/60/46,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,182,98.88888888888889
4620,A/RES/60/48,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,181,72.62569832402235
4621,A/RES/60/51,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,180,
4622,A/RES/60/53,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,179,
4623,A/RES/60/54,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,182,98.88888888888889
4625,A/RES/60/58,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,93.75
4626,A/RES/60/59,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,67.41573033707866
4627,A/RES/60/60,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,97.20670391061452
4628,A/RES/60/61,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,180,98.31460674157304
4629,A/RES/60/62,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,170,92.85714285714286
4630,A/RES/60/65,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear; Descolonização,0,0,177,
4631,A/RES/60/66,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,180,98.87640449438204
4632,A/RES/60/68,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,178,99.4318181818182
4633,A/RES/60/70,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,63.06818181818182
4634,A/RES/60/72,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,1,0,169,
4635,A/RES/60/75,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,176,98.85057471264368
4636,A/RES/60/76,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,179,70.05649717514125
4637,A/RES/60/56,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,85.79545454545455
4638,A/RES/60/80,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,175,90.17341040462428
4639,A/RES/60/88,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,173,63.74269005847953
4640,A/RES/60/92,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,174,94.18604651162792
4641,A/RES/60/95,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,177,97.14285714285714
4642,A/RES/60/100,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,173,92.98245614035088
4643,A/RES/60/101,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,172,93.52941176470588
4644,A/RES/60/103,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,169,94.61077844311376
4645,A/RES/60/104,2005,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,1,1,170,50
4646,A/RES/60/105,2005,2005-2008,pré-2009,Descolonização; Palestina/Oriente Médio,0,1,171,92.3076923076923
4647,A/RES/60/106,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,170,89.88095238095238
4648,A/RES/60/107,2005,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,0,1,172,85.88235294117646
4649,A/RES/60/108,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,172,90.58823529411764
4650,A/RES/60/110,2005,2005-2008,pré-2009,Descolonização,0,1,174,97.09302325581396
4651,A/RES/60/111,2005,2005-2008,pré-2009,Descolonização; Desenvolvimento econômico,0,1,173,97.6608187134503
4652,A/RES/60/112,2005,2005-2008,pré-2009,Descolonização,0,1,173,70.76023391812865
4653,A/RES/60/118,2005,2005-2008,pré-2009,Descolonização,0,1,172,97.05882352941175
4654,A/RES/60/119,2005,2005-2008,pré-2009,Descolonização,0,1,173,95.906432748538
4655,A/RES/60/120,2005,2005-2008,pré-2009,Descolonização,0,1,172,77.05882352941177
4656,A/RES/60/79,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,179,
4657,A/RES/60/102,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,168,94.57831325301204
4658,A/RES/60/41,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,172,88.82352941176471
4659,A/RES/60/39,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,171,91.1242603550296
4660,A/RES/60/38,2005,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,173,92.39766081871343
4661,A/RES/60/37,2005,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,1,1,172,60.588235294117645
4662,A/RES/60/36,2005,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,1,1,173,60.8187134502924
4663,A/RES/60/30,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,146,96.52777777777776
4664,A/RES/60/12,2005,2005-2008,pré-2009,Desenvolvimento econômico,1,1,187,97.29729729729728
4665,A/RES/60/6,2005,2005-2008,pré-2009,Outros / sem codificação,0,1,138,99.26470588235294
5757,A/RES/60/56,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,,1,171,92.3076923076923
5758,A/RES/60/58,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,,1,172,94.11764705882354
5759,A/RES/60/58,2005,2005-2008,pré-2009,Outros / sem codificação,,1,173,94.15204678362574
5761,A/RES/60/76,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,,1,172,95.88235294117646
5762,A/RES/60/92,2005,2005-2008,pré-2009,Armas/desarmamento/nuclear,,1,170,95.23809523809524
5763,A/RES/60/112,2005,2005-2008,pré-2009,Outros / sem codificação,,1,174,69.76744186046511
5764,A/RES/60/162,2005,2005-2008,pré-2009,Direitos humanos,,1,167,80.60606060606061
5765,A/RES/60/170,2005,2005-2008,pré-2009,Direitos humanos,,1,158,37.17948717948718
5766,A/RES/60/170,2005,2005-2008,pré-2009,Outros / sem codificação,,1,159,37.5796178343949
5767,A/RES/60/197,2005,2005-2008,pré-2009,Outros / sem codificação,,1,174,98.25581395348836
5768,A/RES/60/200,2005,2005-2008,pré-2009,Outros / sem codificação,,1,158,37.17948717948718
5769,A/RES/60/200,2005,2005-2008,pré-2009,Outros / sem codificação,,0,153,
5770,A/RES/60/201,2005,2005-2008,pré-2009,Outros / sem codificação,,1,172,98.82352941176472
5771,A/RES/60/226,2005,2005-2008,pré-2009,Outros / sem codificação,,1,122,83.33333333333333
5772,A/RES/60/226,2005,2005-2008,pré-2009,Outros / sem codificação,,0,121,
5773,A/RES/60/226,2005,2005-2008,pré-2009,Outros / sem codificação,,1,121,84.03361344537815
5774,A/RES/60/226,2005,2005-2008,pré-2009,Outros / sem codificação,,0,120,
5775,A/RES/60/228,2005,2005-2008,pré-2009,Outros / sem codificação,,1,129,70.07874015748031
5776,A/RES/60/230,2005,2005-2008,pré-2009,Outros / sem codificação,,1,127,94.4
5777,A/RES/60/230,2005,2005-2008,pré-2009,Outros / sem codificação,,0,124,
5778,A/RES/60/231,2005,2005-2008,pré-2009,Outros / sem codificação,,1,123,79.33884297520662
5779,A/RES/60/231,2005,2005-2008,pré-2009,Outros / sem codificação,,0,124,
5780,A/RES/60/231,2005,2005-2008,pré-2009,Outros / sem codificação,,0,123,
5781,A/RES/60/231,2005,2005-2008,pré-2009,Outros / sem codificação,,1,126,95.16129032258064
4592,A/RES/60/260,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,173,69.5906432748538
4593,A/RES/60/251,2006,2005-2008,pré-2009,Direitos humanos,0,1,177,96
4666,A/RES/60/278,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,154,97.36842105263158
4667,A/RES/61/8,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,116,98.24561403508773
4668,A/RES/61/11,2006,2005-2008,pré-2009,Desenvolvimento econômico,1,1,188,97.31182795698923
4669,A/RES/61/27,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,173,61.40350877192982
4670,A/RES/61/25,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,174,90.11627906976744
4671,A/RES/61/26,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,172,91.17647058823528
4672,A/RES/61/24,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,173,90.64327485380116
4673,A/RES/61/23,2006,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,1,1,170,58.92857142857143
4674,A/RES/61/22,2006,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,1,1,170,58.92857142857143
4675,A/RES/61/47,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,134,99.24242424242424
4676,A/RES/61/89,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,1,0,179,
4677,A/RES/61/97,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,65.36312849162012
4678,A/RES/61/77,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,179,88.13559322033899
4679,A/RES/61/78,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,63.12849162011173
4680,A/RES/61/88,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,77.6536312849162
4681,A/RES/61/85,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,183,
4682,A/RES/61/84,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,90.3409090909091
4683,A/RES/61/82,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,179,98.87005649717514
4684,A/RES/61/83,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,68.71508379888269
4685,A/RES/61/75,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,180,98.87640449438204
4686,A/RES/61/72,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,177,98.85714285714286
4687,A/RES/61/74,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear; Descolonização,0,0,178,
4688,A/RES/61/67,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,176,69.54022988505747
4689,A/RES/61/66,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,1,1,177,99.42857142857144
4690,A/RES/61/70,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,98.29545454545456
4691,A/RES/61/65,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,177,88.57142857142857
4692,A/RES/61/64,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,181,98.32402234636872
4693,A/RES/61/63,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,97.19101123595506
4694,A/RES/61/62,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,67.04545454545455
4695,A/RES/61/60,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,176,99.42528735632185
4696,A/RES/61/59,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,176,64.94252873563218
4697,A/RES/61/58,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,98.87640449438204
4698,A/RES/61/57,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,179,66.10169491525424
4699,A/RES/61/55,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,178,
4700,A/RES/61/54,2006,2005-2008,pré-2009,Desenvolvimento econômico,0,1,177,99.42857142857144
4701,A/RES/61/69,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,179,93.22033898305084
4702,A/RES/61/76,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,99.438202247191
4703,A/RES/61/104,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,96.5909090909091
4704,A/RES/61/103,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,177,93.71428571428572
4705,A/RES/61/116,2006,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,1,1,180,50.561797752808985
4706,A/RES/61/128B,2006,2005-2008,pré-2009,Descolonização,0,1,177,97.71428571428572
4707,A/RES/61/128A,2006,2005-2008,pré-2009,Descolonização,0,1,177,97.71428571428572
4708,A/RES/61/114,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,183,92.26519337016576
4709,A/RES/61/115,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,184,92.3076923076923
4710,A/RES/61/135,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,165,96.31901840490798
4711,A/RES/61/130,2006,2005-2008,pré-2009,Descolonização,0,1,181,97.20670391061452
4712,A/RES/61/129,2006,2005-2008,pré-2009,Descolonização,0,1,180,97.75280898876404
4713,A/RES/61/128AB,2006,2005-2008,pré-2009,Descolonização,0,1,178,97.72727272727272
4715,A/RES/61/112,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,183,94.47513812154696
4716,A/RES/61/113,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,183,92.81767955801104
4717,A/RES/61/117,2006,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,182,90.55555555555556
4718,A/RES/61/118,2006,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,180,89.88764044943821
4719,A/RES/61/119,2006,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,180,87.64044943820225
4720,A/RES/61/120,2006,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,181,89.94413407821229
4721,A/RES/61/122,2006,2005-2008,pré-2009,Descolonização,0,1,183,97.79005524861878
4722,A/RES/61/123,2006,2005-2008,pré-2009,Descolonização; Desenvolvimento econômico,0,1,183,97.79005524861878
4723,A/RES/61/176,2006,2005-2008,pré-2009,Direitos humanos,1,0,177,
4724,A/RES/61/175,2006,2005-2008,pré-2009,Direitos humanos,1,0,173,
4725,A/RES/61/174,2006,2005-2008,pré-2009,Direitos humanos,1,0,176,
4726,A/RES/61/173,2006,2005-2008,pré-2009,Outros / sem codificação,0,0,179,
4727,A/RES/61/170,2006,2005-2008,pré-2009,Direitos humanos,0,1,185,70.49180327868852
4728,A/RES/61/169,2006,2005-2008,pré-2009,Desenvolvimento econômico; Direitos humanos,0,1,187,71.89189189189189
4729,A/RES/61/166,2006,2005-2008,pré-2009,Direitos humanos,0,0,176,
4730,A/RES/61/164,2006,2005-2008,pré-2009,Outros / sem codificação,1,1,183,60.22099447513812
4731,A/RES/61/163,2006,2005-2008,pré-2009,Direitos humanos,0,1,186,99.45652173913044
4732,A/RES/61/162,2006,2005-2008,pré-2009,Direitos humanos,0,1,184,65.93406593406593
4733,A/RES/61/160,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,184,67.03296703296704
4734,A/RES/61/159,2006,2005-2008,pré-2009,Direitos humanos,0,0,180,
4735,A/RES/61/156,2006,2005-2008,pré-2009,Direitos humanos,0,0,187,
4736,A/RES/61/154,2006,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,0,1,183,60.773480662983424
4737,A/RES/61/152,2006,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,186,94.56521739130434
4738,A/RES/61/151,2006,2005-2008,pré-2009,Descolonização; Direitos humanos,0,1,185,68.30601092896175
4739,A/RES/61/149,2006,2005-2008,pré-2009,Direitos humanos,0,1,185,96.72131147540983
4740,A/RES/61/147,2006,2005-2008,pré-2009,Direitos humanos,0,1,185,65.02732240437159
4741,A/RES/61/146,2006,2005-2008,pré-2009,Direitos humanos,0,1,186,99.45652173913044
4742,A/RES/61/222,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,161,97.48427672955977
4743,A/RES/61/201,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,183,75.13812154696133
4744,A/RES/61/194,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,176,96.55172413793105
4745,A/RES/61/186,2006,2005-2008,pré-2009,Desenvolvimento econômico,1,1,183,70.7182320441989
4746,A/RES/61/184,2006,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,179,91.52542372881356
4747,A/RES/61/178,2006,2005-2008,pré-2009,Direitos humanos,0,1,174,51.16279069767442
4748,A/RES/61/250A,2006,2005-2008,pré-2009,Outros / sem codificação,0,1,149,97.27891156462584
4749,A/RES/61/232,2006,2005-2008,pré-2009,Direitos humanos,1,0,152,
5782,A/RES/60/278,2006,2005-2008,pré-2009,Palestina/Oriente Médio,,1,155,64.05228758169935
5783,A/RES/61/11,2006,2005-2008,pré-2009,Outros / sem codificação,,1,182,69.44444444444444
5784,A/RES/61/69,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,,1,173,93.5672514619883
5785,A/RES/61/69,2006,2005-2008,pré-2009,Outros / sem codificação,,1,174,94.18604651162792
5786,A/RES/61/72,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,,1,174,98.83720930232558
5787,A/RES/61/77,2006,2005-2008,pré-2009,Outros / sem codificação,,1,175,87.861271676300575
5788,A/RES/61/77,2006,2005-2008,pré-2009,Outros / sem codificação,,1,175,87.861271676300575
5789,A/RES/61/77,2006,2005-2008,pré-2009,Outros / sem codificação,,1,174,87.79069767441861
5790,A/RES/61/77,2006,2005-2008,pré-2009,Outros / sem codificação,,1,175,87.861271676300575
5791,A/RES/61/77,2006,2005-2008,pré-2009,Outros / sem codificação,,1,173,88.30409356725146
5792,A/RES/61/77,2006,2005-2008,pré-2009,Outros / sem codificação,,1,174,88.37209302325581
5793,A/RES/61/77,2006,2005-2008,pré-2009,Outros / sem codificação,,1,175,88.4393063583815
5794,A/RES/61/83,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,,1,176,95.40229885057472
5795,A/RES/61/89,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,,0,171,
5796,A/RES/61/89,2006,2005-2008,pré-2009,Outros / sem codificação,,0,169,
5797,A/RES/61/103,2006,2005-2008,pré-2009,Armas/desarmamento/nuclear,,1,173,95.32163742690058
5798,A/RES/61/156,2006,2005-2008,pré-2009,Direitos humanos,,0,187,
5799,A/RES/61/173,2006,2005-2008,pré-2009,Direitos humanos,,0,164,
5800,A/RES/61/173,2006,2005-2008,pré-2009,Outros / sem codificação,,0,165,
5801,A/RES/61/175,2006,2005-2008,pré-2009,Outros / sem codificação,,0,178,
5802,A/RES/61/176,2006,2005-2008,pré-2009,Outros / sem codificação,,0,180,
5804,A/RES/61/232,2006,2005-2008,pré-2009,Outros / sem codificação,,0,153,
5805,A/RES/61/250,2006,2005-2008,pré-2009,Palestina/Oriente Médio,,1,146,64.58333333333333
4751,A/RES/61/250B,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,139,97.08029197080292
4752,A/RES/61/250C,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,144,97.88732394366195
4753,A/RES/61/295,2007,2005-2008,pré-2009,Direitos humanos,0,1,158,90.3846153846154
4754,A/RES/62/3,2007,2005-2008,pré-2009,Desenvolvimento econômico,1,1,189,97.32620320855617
4755,A/RES/62/19,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,178,67.61363636363636
4756,A/RES/62/32,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,181,
4757,A/RES/62/20,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,98.87640449438204
4758,A/RES/62/41,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,182,90
4759,A/RES/62/39,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,69.83240223463687
4760,A/RES/62/44,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,179,98.87005649717514
4761,A/RES/62/42,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,64.24581005586592
4762,A/RES/62/47,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,180,99.438202247191
4763,A/RES/62/28,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,179,97.74011299435028
4764,A/RES/62/43,2007,2005-2008,pré-2009,Outros / sem codificação,0,1,181,98.8826815642458
4765,A/RES/62/24,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,179,
4766,A/RES/62/25,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,175,89.01734104046243
4767,A/RES/62/14,2007,2005-2008,pré-2009,Outros / sem codificação,0,1,180,71.91011235955057
4768,A/RES/62/35,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,93.82022471910112
4769,A/RES/62/27,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,67.97752808988764
4770,A/RES/62/17,2007,2005-2008,pré-2009,Desenvolvimento econômico,0,1,180,99.438202247191
4772,A/RES/62/31,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,180,96.62921348314607
4773,A/RES/62/36,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,0,178,
4774,A/RES/62/48,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,182,98.33333333333331
4775,A/RES/62/29,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,98.8826815642458
4776,A/RES/62/59,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,181,97.20670391061452
4777,A/RES/62/51,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,182,65.55555555555556
4778,A/RES/62/56,2007,2005-2008,pré-2009,Armas/desarmamento/nuclear,0,1,182,93.33333333333331
4779,A/RES/62/84,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,173,92.39766081871343
4780,A/RES/62/80,2007,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,1,1,172,62.94117647058823
4781,A/RES/62/81,2007,2005-2008,pré-2009,Direitos humanos; Palestina/Oriente Médio,1,1,172,63.52941176470589
4782,A/RES/62/83,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,173,92.98245614035088
4783,A/RES/62/85,2007,2005-2008,pré-2009,Outros / sem codificação,0,1,173,63.74269005847953
4784,A/RES/62/82,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,174,92.44186046511628
4785,A/RES/62/119,2007,2005-2008,pré-2009,Descolonização,0,1,179,97.74011299435028
4786,A/RES/62/120,2007,2005-2008,pré-2009,Descolonização,0,1,180,97.75280898876404
4787,A/RES/62/113,2007,2005-2008,pré-2009,Descolonização; Desenvolvimento econômico,0,1,180,97.75280898876404
4788,A/RES/62/112,2007,2005-2008,pré-2009,Descolonização,0,1,180,97.75280898876404
4789,A/RES/62/106,2007,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,1,1,175,52.60115606936416
4790,A/RES/62/107,2007,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,178,94.88636363636364
4791,A/RES/62/103,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,179,95.48022598870055
4792,A/RES/62/105,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,179,94.91525423728814
4793,A/RES/62/114,2007,2005-2008,pré-2009,Descolonização,0,1,178,69.31818181818181
4794,A/RES/62/102,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,179,95.48022598870055
4795,A/RES/62/108,2007,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,176,93.67816091954025
4796,A/RES/62/110,2007,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,175,93.64161849710985
4797,A/RES/62/104,2007,2005-2008,pré-2009,Palestina/Oriente Médio,0,1,179,94.91525423728814
4798,A/RES/62/142,2007,2005-2008,pré-2009,Direitos humanos,0,1,186,70.1086956521739
4799,A/RES/62/143,2007,2005-2008,pré-2009,Direitos humanos,0,1,183,96.68508287292818
4800,A/RES/62/162,2007,2005-2008,pré-2009,Direitos humanos,0,1,186,70.65217391304348
4801,A/RES/62/149,2007,2005-2008,pré-2009,Direitos humanos,0,0,187,
4802,A/RES/62/163,2007,2005-2008,pré-2009,Direitos humanos,0,1,186,67.3913043478261
4803,A/RES/62/154,2007,2005-2008,pré-2009,Direitos humanos,0,0,185,
4804,A/RES/62/164,2007,2005-2008,pré-2009,Direitos humanos,0,1,188,98.9247311827957
4805,A/RES/62/151,2007,2005-2008,pré-2009,Direitos humanos,0,0,187,
4806,A/RES/62/150,2007,2005-2008,pré-2009,Direitos humanos,0,1,184,98.9010989010989
4807,A/RES/62/169,2007,2005-2008,pré-2009,Direitos humanos,1,0,183,
4808,A/RES/62/146,2007,2005-2008,pré-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,185,95.08196721311477
4809,A/RES/62/145,2007,2005-2008,pré-2009,Descolonização; Direitos humanos,0,1,185,68.30601092896175
4810,A/RES/62/161,2007,2005-2008,pré-2009,Desenvolvimento econômico; Direitos humanos,0,1,189,71.65775401069519
