rcid,data,ano,periodo_2009,pos_2009,sessao,simbolo_resolucao,tema,voto_importante,voto_brasil,voto_china,convergente
4877,2008-12-05,2008,1997-2008,0,63,R/63/94,Palestinian conflict,0,yes,yes,1
4878,2008-12-05,2008,1997-2008,0,63,R/63/95,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
4879,2008-12-05,2008,1997-2008,0,63,R/63/93,Palestinian conflict,0,yes,yes,1
4880,2008-12-05,2008,1997-2008,0,63,R/63/96,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4881,2008-12-05,2008,1997-2008,0,63,R/63/97,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4882,2008-12-18,2008,1997-2008,0,63,R/63/190,Human rights,1,abstain,no,0
4883,2008-12-18,2008,1997-2008,0,63,R/63/189,Human rights,0,yes,yes,1
4884,2008-12-18,2008,1997-2008,0,63,R/63/188,Human rights,0,yes,yes,1
4885,2008-12-18,2008,1997-2008,0,63,R/63/187,Human rights,0,yes,yes,1
4886,2008-12-18,2008,1997-2008,0,63,R/63/182,Human rights,0,yes,abstain,0
4887,2008-12-18,2008,1997-2008,0,63,R/63/179,Human rights,0,yes,yes,1
4888,2008-12-18,2008,1997-2008,0,63,R/63/178,Economic development; Human rights,0,yes,yes,1
4889,2008-12-18,2008,1997-2008,0,63,R/63/191,Human rights,1,abstain,no,0
4890,2008-12-18,2008,1997-2008,0,63,R/63/168,Human rights,1,yes,no,0
4891,2008-12-18,2008,1997-2008,0,63,R/63/167,Human rights,0,abstain,yes,0
4892,2008-12-18,2008,1997-2008,0,63,R/63/165,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4893,2008-12-18,2008,1997-2008,0,63,R/63/164,Colonialism; Human rights,0,yes,yes,1
4894,2008-12-18,2008,1997-2008,0,63,R/63/162,Human rights,0,yes,yes,1
4895,2008-12-18,2008,1997-2008,0,63,R/63/160,Human rights,1,abstain,yes,0
4896,2008-12-18,2008,1997-2008,0,63,R/63/176,Human rights,0,abstain,yes,0
4897,2008-12-18,2008,1997-2008,0,63,R/63/171,Human rights,1,abstain,yes,0
5836,2008-12-18,2008,1997-2008,0,63,R/63/182,Sem codificacao tematica,,no,yes,0
5837,2008-12-18,2008,1997-2008,0,63,R/63/182,Sem codificacao tematica,,no,yes,0
5838,2008-12-18,2008,1997-2008,0,63,R/63/191,Sem codificacao tematica,,abstain,yes,0
5839,2008-12-18,2008,1997-2008,0,63,R/63/191,Sem codificacao tematica,,abstain,yes,0
5840,2008-12-18,2008,1997-2008,0,63,R/63/191,Sem codificacao tematica,,abstain,yes,0
5841,2008-12-18,2008,1997-2008,0,63,R/63/191,Sem codificacao tematica,,abstain,no,0
4898,2008-12-19,2008,1997-2008,0,63,R/63/201,Colonialism; Palestinian conflict,0,yes,yes,1
4899,2008-12-19,2008,1997-2008,0,63,R/63/211,Economic development,0,yes,yes,1
4900,2008-12-19,2008,1997-2008,0,63,R/63/224,Economic development,1,yes,yes,1
4901,2008-12-24,2008,1997-2008,0,63,R/63/240,Arms control and disarmament; Economic development,0,yes,abstain,0
4902,2008-12-24,2008,1997-2008,0,63,R/63/245,Human rights,1,yes,no,0
4903,2008-12-24,2008,1997-2008,0,63,R/63/242,Human rights,1,yes,yes,1
4904,2008-12-24,2008,1997-2008,0,63,R/63/241,Human rights,0,yes,yes,1
5842,2008-12-24,2008,1997-2008,0,63,R/63/240,Arms control and disarmament; Economic development,,yes,abstain,0
5843,2008-12-24,2008,1997-2008,0,63,R/63/240,Sem codificacao tematica,,yes,abstain,0
5844,2008-12-24,2008,1997-2008,0,63,R/63/240,Sem codificacao tematica,,yes,abstain,0
5845,2008-12-24,2008,1997-2008,0,63,R/63/263,Sem codificacao tematica,,no,no,1
5846,2009-06-30,2009,2009-2016,1,63,R/63/298,Palestinian conflict,,yes,yes,1
5847,2009-09-09,2009,2009-2016,1,63,R/63/307,Sem codificacao tematica,,abstain,yes,0
4979,2009-10-28,2009,2009-2016,1,64,R/64/6,Economic development,1,yes,yes,1
4980,2009-11-05,2009,2009-2016,1,64,R/64/10,Human rights,0,yes,yes,1
4981,2009-12-02,2009,2009-2016,1,64,R/64/16,Human rights; Palestinian conflict,1,yes,yes,1
4982,2009-12-02,2009,2009-2016,1,64,R/64/17,Human rights; Palestinian conflict,1,yes,yes,1
4983,2009-12-02,2009,2009-2016,1,64,R/64/18,Palestinian conflict,0,yes,yes,1
4984,2009-12-02,2009,2009-2016,1,64,R/64/19,Palestinian conflict,0,yes,yes,1
4985,2009-12-02,2009,2009-2016,1,64,R/64/20,Palestinian conflict,0,yes,yes,1
4986,2009-12-02,2009,2009-2016,1,64,R/64/21,Sem codificacao tematica,0,yes,yes,1
4987,2009-12-02,2009,2009-2016,1,64,R/64/23,Sem codificacao tematica,0,yes,yes,1
4988,2009-12-02,2009,2009-2016,1,64,R/64/28,Arms control and disarmament,0,yes,yes,1
4989,2009-12-02,2009,2009-2016,1,64,R/64/31,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4990,2009-12-02,2009,2009-2016,1,64,R/64/34,Arms control and disarmament,0,yes,yes,1
4991,2009-12-02,2009,2009-2016,1,64,R/64/37,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4992,2009-12-02,2009,2009-2016,1,64,R/64/39,Nuclear weapons and nuclear material,0,yes,yes,1
4993,2009-12-02,2009,2009-2016,1,64,R/64/42,Arms control and disarmament,0,yes,yes,1
4994,2009-12-02,2009,2009-2016,1,64,R/64/44,Nuclear weapons and nuclear material,0,yes,yes,1
4995,2009-12-02,2009,2009-2016,1,64,R/64/47,Arms control and disarmament; Colonialism; Nuclear weapons and nuclear material,1,yes,abstain,0
4996,2009-12-02,2009,2009-2016,1,64,R/64/48,Arms control and disarmament; Economic development,0,yes,abstain,0
4997,2009-12-02,2009,2009-2016,1,64,R/64/50,Arms control and disarmament; Economic development,0,yes,yes,1
4998,2009-12-02,2009,2009-2016,1,64,R/64/52,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4999,2009-12-02,2009,2009-2016,1,64,R/64/53,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5000,2009-12-02,2009,2009-2016,1,64,R/64/54,Arms control and disarmament,0,yes,yes,1
5001,2009-12-02,2009,2009-2016,1,64,R/64/55,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5002,2009-12-02,2009,2009-2016,1,64,R/64/56,Arms control and disarmament,0,yes,yes,1
5003,2009-12-02,2009,2009-2016,1,64,R/64/57,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5004,2009-12-02,2009,2009-2016,1,64,R/64/59,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5005,2009-12-02,2009,2009-2016,1,64,R/64/66,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5006,2009-12-02,2009,2009-2016,1,64,R/64/69,Nuclear weapons and nuclear material,1,yes,yes,1
5007,2009-12-02,2009,2009-2016,1,64,R/64/27,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5848,2009-12-02,2009,2009-2016,1,64,R/64/246,Economic development; Nuclear weapons and nuclear material,,yes,yes,1
5850,2009-12-02,2009,2009-2016,1,64,R/64/44,Nuclear weapons and nuclear material,,yes,yes,1
5851,2009-12-02,2009,2009-2016,1,64,R/64/50,Arms control and disarmament; Economic development,,yes,yes,1
5852,2009-12-02,2009,2009-2016,1,64,R/64/50,Sem codificacao tematica,,yes,yes,1
5853,2009-12-02,2009,2009-2016,1,64,R/64/54,Sem codificacao tematica,,yes,yes,1
5854,2009-12-02,2009,2009-2016,1,64,R/64/54,Sem codificacao tematica,,yes,yes,1
5855,2009-12-02,2009,2009-2016,1,64,R/64/54,Sem codificacao tematica,,yes,yes,1
5856,2009-12-02,2009,2009-2016,1,64,R/64/54,Sem codificacao tematica,,yes,yes,1
5857,2009-12-02,2009,2009-2016,1,64,R/64/54,Sem codificacao tematica,,yes,yes,1
5858,2009-12-02,2009,2009-2016,1,64,R/64/54,Sem codificacao tematica,,yes,yes,1
5859,2009-12-02,2009,2009-2016,1,64,R/64/57,Nuclear weapons and nuclear material,,yes,yes,1
5860,2009-12-02,2009,2009-2016,1,64,R/64/66,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5861,2009-12-02,2009,2009-2016,1,64,R/64/69,Nuclear weapons and nuclear material,,yes,yes,1
5008,2009-12-04,2009,2009-2016,1,64,R/64/71,Sem codificacao tematica,0,yes,yes,1
5009,2009-12-10,2009,2009-2016,1,64,R/64/89,Palestinian conflict,0,yes,yes,1
5010,2009-12-10,2009,2009-2016,1,64,R/64/90,Palestinian conflict,0,yes,yes,1
5011,2009-12-10,2009,2009-2016,1,64,R/64/91,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
5012,2009-12-10,2009,2009-2016,1,64,R/64/93,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5013,2009-12-10,2009,2009-2016,1,64,R/64/94,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5014,2009-12-10,2009,2009-2016,1,64,R/64/98,Colonialism; Economic development,0,yes,yes,1
5015,2009-12-10,2009,2009-2016,1,64,R/64/99,Colonialism,0,yes,yes,1
5016,2009-12-10,2009,2009-2016,1,64,R/64/105,Colonialism,0,yes,yes,1
5017,2009-12-10,2009,2009-2016,1,64,R/64/88,Sem codificacao tematica,0,yes,yes,1
5018,2009-12-10,2009,2009-2016,1,64,R/64/106,Colonialism,0,yes,yes,1
5019,2009-12-10,2009,2009-2016,1,64,R/64/87,Palestinian conflict,0,yes,yes,1
5020,2009-12-10,2009,2009-2016,1,64,R/64/92,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5021,2009-12-10,2009,2009-2016,1,64,R/64/95,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5022,2009-12-10,2009,2009-2016,1,64,R/64/97,Colonialism,0,yes,yes,1
5862,2009-12-11,2009,2009-2016,1,64,R/64/109,Palestinian conflict,,yes,yes,1
5023,2009-12-18,2009,2009-2016,1,64,R/64/147,Human rights,0,yes,yes,1
5024,2009-12-18,2009,2009-2016,1,64,R/64/160,Human rights,0,abstain,yes,0
5025,2009-12-18,2009,2009-2016,1,64,R/64/170,Human rights,0,yes,yes,1
5026,2009-12-18,2009,2009-2016,1,64,R/64/172,Economic development; Human rights,0,yes,yes,1
5027,2009-12-18,2009,2009-2016,1,64,R/64/173,Human rights,0,yes,yes,1
5028,2009-12-18,2009,2009-2016,1,64,R/64/174,Human rights,0,yes,yes,1
5029,2009-12-18,2009,2009-2016,1,64,R/64/175,Human rights,1,abstain,no,0
5030,2009-12-18,2009,2009-2016,1,64,R/64/176,Human rights,1,abstain,no,0
5031,2009-12-18,2009,2009-2016,1,64,R/64/148,Human rights,1,yes,yes,1
5032,2009-12-18,2009,2009-2016,1,64,R/64/150,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5033,2009-12-18,2009,2009-2016,1,64,R/64/151,Colonialism; Human rights,0,yes,yes,1
5034,2009-12-18,2009,2009-2016,1,64,R/64/152,Human rights,0,yes,yes,1
5035,2009-12-18,2009,2009-2016,1,64,R/64/156,Human rights,1,abstain,yes,0
5036,2009-12-18,2009,2009-2016,1,64,R/64/157,Human rights,0,yes,yes,1
5863,2009-12-18,2009,2009-2016,1,64,R/64/152,Sem codificacao tematica,,abstain,yes,0
5037,2009-12-21,2009,2009-2016,1,64,R/64/195,Economic development,0,yes,yes,1
5038,2009-12-21,2009,2009-2016,1,64,R/64/185,Colonialism; Palestinian conflict,0,yes,yes,1
5039,2009-12-21,2009,2009-2016,1,64,R/64/188,Economic development,0,yes,yes,1
5040,2009-12-21,2009,2009-2016,1,64,R/64/209,Economic development,0,yes,yes,1
5041,2009-12-21,2009,2009-2016,1,64,R/64/197,Economic development,1,yes,yes,1
5042,2009-12-21,2009,2009-2016,1,64,R/64/189,Economic development,0,yes,yes,1
5043,2009-12-24,2009,2009-2016,1,64,R/64/238,Human rights,1,abstain,no,0
5864,2009-12-24,2009,2009-2016,1,64,R/64/245,Sem codificacao tematica,,yes,yes,1
5044,2010-02-26,2010,2009-2016,1,64,R/64/254,Human rights,0,yes,yes,1
5046,2010-07-28,2010,2009-2016,1,64,R/64/292,Human rights,0,yes,yes,1
5047,2010-09-07,2010,2009-2016,1,64,R/64/296,Economic development,0,abstain,abstain,1
5866,2010-09-07,2010,2009-2016,1,64,R/64/296,Sem codificacao tematica,,abstain,yes,0
5049,2010-10-26,2010,2009-2016,1,65,R/65/6,Economic development,1,yes,yes,1
5050,2010-11-30,2010,2009-2016,1,65,R/65/16,Palestinian conflict,0,yes,yes,1
5051,2010-11-30,2010,2009-2016,1,65,R/65/15,Palestinian conflict,0,yes,yes,1
5052,2010-11-30,2010,2009-2016,1,65,R/65/13,Human rights; Palestinian conflict,1,yes,yes,1
5053,2010-11-30,2010,2009-2016,1,65,R/65/14,Human rights; Palestinian conflict,1,yes,yes,1
5054,2010-11-30,2010,2009-2016,1,65,R/65/18,Sem codificacao tematica,0,yes,yes,1
5055,2010-11-30,2010,2009-2016,1,65,R/65/17,Palestinian conflict,0,yes,yes,1
5056,2010-12-07,2010,2009-2016,1,65,R/65/37,Sem codificacao tematica,0,yes,yes,1
5057,2010-12-08,2010,2009-2016,1,65,R/65/43,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5058,2010-12-08,2010,2009-2016,1,65,R/65/44,Arms control and disarmament,0,yes,yes,1
5059,2010-12-08,2010,2009-2016,1,65,R/65/46,Arms control and disarmament,0,yes,yes,1
5060,2010-12-08,2010,2009-2016,1,65,R/65/48,Arms control and disarmament,0,yes,yes,1
5061,2010-12-08,2010,2009-2016,1,65,R/65/49,Nuclear weapons and nuclear material,0,yes,yes,1
5062,2010-12-08,2010,2009-2016,1,65,R/65/51,Sem codificacao tematica,0,yes,yes,1
5063,2010-12-08,2010,2009-2016,1,65,R/65/66,Arms control and disarmament,0,yes,yes,1
5064,2010-12-08,2010,2009-2016,1,65,R/65/68,Sem codificacao tematica,0,yes,yes,1
5065,2010-12-08,2010,2009-2016,1,65,R/65/71,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5066,2010-12-08,2010,2009-2016,1,65,R/65/73,Arms control and disarmament,1,yes,abstain,0
5067,2010-12-08,2010,2009-2016,1,65,R/65/75,Sem codificacao tematica,0,yes,yes,1
5068,2010-12-08,2010,2009-2016,1,65,R/65/76,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5069,2010-12-08,2010,2009-2016,1,65,R/65/88,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5070,2010-12-08,2010,2009-2016,1,65,R/65/91,Nuclear weapons and nuclear material,1,yes,yes,1
5071,2010-12-08,2010,2009-2016,1,65,R/65/54,Arms control and disarmament,0,yes,yes,1
5073,2010-12-08,2010,2009-2016,1,65,R/65/56,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5074,2010-12-08,2010,2009-2016,1,65,R/65/58,Nuclear weapons and nuclear material,0,yes,yes,1
5075,2010-12-08,2010,2009-2016,1,65,R/65/59,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5076,2010-12-08,2010,2009-2016,1,65,R/65/60,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5077,2010-12-08,2010,2009-2016,1,65,R/65/65,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5078,2010-12-08,2010,2009-2016,1,65,R/65/80,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5079,2010-12-08,2010,2009-2016,1,65,R/65/72,Arms control and disarmament; Nuclear weapons and nuclear material,1,abstain,abstain,1
5080,2010-12-08,2010,2009-2016,1,65,R/65/100,Palestinian conflict,0,yes,yes,1
5867,2010-12-08,2010,2009-2016,1,65,R/65/46,Arms control and disarmament,,yes,yes,1
5868,2010-12-08,2010,2009-2016,1,65,R/65/56,Nuclear weapons and nuclear material,,yes,yes,1
5869,2010-12-08,2010,2009-2016,1,65,R/65/58,Arms control and disarmament; Economic development; Nuclear weapons and nuclear material,,yes,yes,1
5870,2010-12-08,2010,2009-2016,1,65,R/65/59,Nuclear weapons and nuclear material,,yes,yes,1
5871,2010-12-08,2010,2009-2016,1,65,R/65/61,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5872,2010-12-08,2010,2009-2016,1,65,R/65/66,Sem codificacao tematica,,yes,yes,1
5873,2010-12-08,2010,2009-2016,1,65,R/65/67,Sem codificacao tematica,,yes,yes,1
5874,2010-12-08,2010,2009-2016,1,65,R/65/71,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5875,2010-12-08,2010,2009-2016,1,65,R/65/72,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5876,2010-12-08,2010,2009-2016,1,65,R/65/72,Sem codificacao tematica,,yes,yes,1
5877,2010-12-08,2010,2009-2016,1,65,R/65/72,Sem codificacao tematica,,yes,no,0
5878,2010-12-08,2010,2009-2016,1,65,R/65/75,Sem codificacao tematica,,yes,yes,1
5879,2010-12-08,2010,2009-2016,1,65,R/65/85,Arms control and disarmament,,yes,yes,1
5880,2010-12-08,2010,2009-2016,1,65,R/65/85,Sem codificacao tematica,,yes,yes,1
5881,2010-12-08,2010,2009-2016,1,65,R/65/88,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5882,2010-12-08,2010,2009-2016,1,65,R/65/88,Sem codificacao tematica,,yes,yes,1
5883,2010-12-08,2010,2009-2016,1,65,R/65/91,Nuclear weapons and nuclear material,,yes,yes,1
5081,2010-12-10,2010,2009-2016,1,65,R/65/101,Palestinian conflict,0,yes,yes,1
5082,2010-12-10,2010,2009-2016,1,65,R/65/102,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
5083,2010-12-10,2010,2009-2016,1,65,R/65/103,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5084,2010-12-10,2010,2009-2016,1,65,R/65/104,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5085,2010-12-10,2010,2009-2016,1,65,R/65/105,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5086,2010-12-10,2010,2009-2016,1,65,R/65/106,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5087,2010-12-10,2010,2009-2016,1,65,R/65/109,Colonialism; Economic development,0,yes,yes,1
5088,2010-12-10,2010,2009-2016,1,65,R/65/110,Colonialism,0,yes,yes,1
5089,2010-12-10,2010,2009-2016,1,65,R/65/116,Colonialism,0,yes,yes,1
5090,2010-12-10,2010,2009-2016,1,65,R/65/117,Colonialism,0,yes,yes,1
5091,2010-12-10,2010,2009-2016,1,65,R/65/118,Colonialism,0,yes,yes,1
5092,2010-12-10,2010,2009-2016,1,65,R/65/119,Colonialism,0,yes,yes,1
5093,2010-12-10,2010,2009-2016,1,65,R/65/99,Sem codificacao tematica,0,yes,yes,1
5094,2010-12-10,2010,2009-2016,1,65,R/65/98,Palestinian conflict,0,yes,yes,1
5095,2010-12-20,2010,2009-2016,1,65,R/65/147,Economic development,0,yes,yes,1
5096,2010-12-20,2010,2009-2016,1,65,R/65/142,Economic development,0,yes,yes,1
5097,2010-12-21,2010,2009-2016,1,65,R/65/202,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5098,2010-12-21,2010,2009-2016,1,65,R/65/203,Colonialism; Human rights,0,yes,yes,1
5099,2010-12-21,2010,2009-2016,1,65,R/65/199,Human rights,0,yes,yes,1
5100,2010-12-21,2010,2009-2016,1,65,R/65/206,Human rights,1,yes,no,0
5101,2010-12-21,2010,2009-2016,1,65,R/65/208,Human rights,1,yes,abstain,0
5102,2010-12-21,2010,2009-2016,1,65,R/65/216,Human rights,0,yes,yes,1
5103,2010-12-21,2010,2009-2016,1,65,R/65/217,Human rights,0,yes,yes,1
5104,2010-12-21,2010,2009-2016,1,65,R/65/219,Economic development; Human rights,0,yes,yes,1
5105,2010-12-21,2010,2009-2016,1,65,R/65/222,Human rights,0,yes,yes,1
5106,2010-12-21,2010,2009-2016,1,65,R/65/223,Human rights,0,yes,yes,1
5107,2010-12-21,2010,2009-2016,1,65,R/65/224,Human rights,1,abstain,yes,0
5108,2010-12-21,2010,2009-2016,1,65,R/65/225,Human rights,1,yes,no,0
5109,2010-12-21,2010,2009-2016,1,65,R/65/195,Human rights,1,yes,yes,1
5110,2010-12-21,2010,2009-2016,1,65,R/65/226,Human rights,1,abstain,no,0
5884,2010-12-21,2010,2009-2016,1,65,R/65/206,Human rights,,yes,no,0
5885,2010-12-21,2010,2009-2016,1,65,R/65/208,Human rights,,yes,no,0
5886,2010-12-24,2010,2009-2016,1,65,R/65/259,Sem codificacao tematica,,yes,yes,1
5111,2011-04-18,2011,2009-2016,1,65,R/65/272,Palestinian conflict,0,yes,yes,1
5112,2011-05-03,2011,2009-2016,1,65,R/65/276,Sem codificacao tematica,0,yes,yes,1
5887,2011-05-03,2011,2009-2016,1,65,R/65/276,Sem codificacao tematica,,no,no,1
5113,2011-06-17,2011,2009-2016,1,65,R/65/281,Human rights,0,yes,yes,1
5114,2011-06-29,2011,2009-2016,1,65,R/65/287,Economic development,0,abstain,abstain,1
5115,2011-06-30,2011,2009-2016,1,65,R/65/303,Palestinian conflict,0,yes,yes,1
5141,2011-09-16,2011,2009-2016,1,66,R/66/1A,Sem codificacao tematica,0,yes,yes,1
5888,2011-09-16,2011,2009-2016,1,66,R/66/1,Sem codificacao tematica,,no,no,1
5163,2011-10-25,2011,2009-2016,1,66,R/66/6,Economic development,1,yes,yes,1
5116,2011-11-18,2011,2009-2016,1,66,R/66/11,Human rights,0,yes,yes,1
5117,2011-11-18,2011,2009-2016,1,66,R/66/12,Sem codificacao tematica,1,abstain,abstain,1
5889,2011-11-18,2011,2009-2016,1,66,,Sem codificacao tematica,,abstain,abstain,1
5890,2011-11-18,2011,2009-2016,1,66,,Sem codificacao tematica,,abstain,abstain,1
5119,2011-11-30,2011,2009-2016,1,66,R/66/14,Human rights; Palestinian conflict,1,yes,yes,1
5124,2011-11-30,2011,2009-2016,1,66,R/66/15,Human rights; Palestinian conflict,1,yes,yes,1
5130,2011-11-30,2011,2009-2016,1,66,R/66/16,Palestinian conflict,0,yes,yes,1
5132,2011-11-30,2011,2009-2016,1,66,R/66/17,Palestinian conflict,0,yes,yes,1
5136,2011-11-30,2011,2009-2016,1,66,R/66/18,Palestinian conflict,0,yes,yes,1
5138,2011-11-30,2011,2009-2016,1,66,R/66/19,Sem codificacao tematica,0,yes,yes,1
5142,2011-12-02,2011,2009-2016,1,66,R/66/21,Arms control and disarmament; Economic development,0,yes,yes,1
5143,2011-12-02,2011,2009-2016,1,66,R/66/22,Sem codificacao tematica,0,yes,yes,1
5147,2011-12-02,2011,2009-2016,1,66,R/66/26,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5148,2011-12-02,2011,2009-2016,1,66,R/66/27,Arms control and disarmament,0,yes,yes,1
5149,2011-12-02,2011,2009-2016,1,66,R/66/28,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5150,2011-12-02,2011,2009-2016,1,66,R/66/29,Arms control and disarmament,0,yes,yes,1
5151,2011-12-02,2011,2009-2016,1,66,R/66/32,Arms control and disarmament,0,yes,yes,1
5152,2011-12-02,2011,2009-2016,1,66,R/66/33,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5153,2011-12-02,2011,2009-2016,1,66,R/66/37,Arms control and disarmament,0,yes,yes,1
5154,2011-12-02,2011,2009-2016,1,66,R/66/39,Arms control and disarmament,0,yes,yes,1
5155,2011-12-02,2011,2009-2016,1,66,R/66/40,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5156,2011-12-02,2011,2009-2016,1,66,R/66/44,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5157,2011-12-02,2011,2009-2016,1,66,R/66/45,Arms control and disarmament; Nuclear weapons and nuclear material,1,abstain,abstain,1
5158,2011-12-02,2011,2009-2016,1,66,R/66/46,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5159,2011-12-02,2011,2009-2016,1,66,R/66/48,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5160,2011-12-02,2011,2009-2016,1,66,R/66/49,Arms control and disarmament,0,yes,yes,1
5161,2011-12-02,2011,2009-2016,1,66,R/66/51,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5162,2011-12-02,2011,2009-2016,1,66,R/66/57,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5164,2011-12-02,2011,2009-2016,1,66,R/66/61,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5165,2011-12-02,2011,2009-2016,1,66,R/66/64,Nuclear weapons and nuclear material,0,yes,yes,1
5892,2011-12-02,2011,2009-2016,1,66,R/66/28,Sem codificacao tematica,,yes,yes,1
5894,2011-12-02,2011,2009-2016,1,66,R/66/37,Arms control and disarmament; Economic development,,yes,yes,1
5895,2011-12-02,2011,2009-2016,1,66,R/66/39,Sem codificacao tematica,,yes,yes,1
5896,2011-12-02,2011,2009-2016,1,66,R/66/39,Sem codificacao tematica,,yes,yes,1
5897,2011-12-02,2011,2009-2016,1,66,R/66/39,Sem codificacao tematica,,yes,yes,1
5898,2011-12-02,2011,2009-2016,1,66,R/66/39,Sem codificacao tematica,,yes,yes,1
5899,2011-12-02,2011,2009-2016,1,66,R/66/39,Sem codificacao tematica,,yes,yes,1
5900,2011-12-02,2011,2009-2016,1,66,R/66/39,Sem codificacao tematica,,yes,yes,1
5901,2011-12-02,2011,2009-2016,1,66,R/66/40,Nuclear weapons and nuclear material,,yes,abstain,0
5902,2011-12-02,2011,2009-2016,1,66,R/66/40,Sem codificacao tematica,,yes,yes,1
5903,2011-12-02,2011,2009-2016,1,66,R/66/44,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,abstain,0
5904,2011-12-02,2011,2009-2016,1,66,R/66/44,Sem codificacao tematica,,yes,abstain,0
5906,2011-12-02,2011,2009-2016,1,66,R/66/45,Sem codificacao tematica,,yes,yes,1
5907,2011-12-02,2011,2009-2016,1,66,R/66/45,Sem codificacao tematica,,yes,yes,1
5908,2011-12-02,2011,2009-2016,1,66,R/66/45,Sem codificacao tematica,,abstain,no,0
5909,2011-12-02,2011,2009-2016,1,66,R/66/45,Sem codificacao tematica,,abstain,yes,0
5910,2011-12-02,2011,2009-2016,1,66,R/66/51,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5911,2011-12-02,2011,2009-2016,1,66,R/66/51,Sem codificacao tematica,,yes,yes,1
5912,2011-12-02,2011,2009-2016,1,66,R/66/61,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5913,2011-12-02,2011,2009-2016,1,66,R/66/61,Sem codificacao tematica,,yes,yes,1
5914,2011-12-02,2011,2009-2016,1,66,R/66/61,Sem codificacao tematica,,yes,yes,1
5915,2011-12-02,2011,2009-2016,1,66,R/66/64,Nuclear weapons and nuclear material,,yes,yes,1
5166,2011-12-09,2011,2009-2016,1,66,R/66/72,Palestinian conflict,0,yes,yes,1
5167,2011-12-09,2011,2009-2016,1,66,R/66/73,Sem codificacao tematica,0,yes,yes,1
5168,2011-12-09,2011,2009-2016,1,66,R/66/74,Palestinian conflict,0,yes,yes,1
5169,2011-12-09,2011,2009-2016,1,66,R/66/75,Palestinian conflict,0,yes,yes,1
5170,2011-12-09,2011,2009-2016,1,66,R/66/76,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
